PedidoId;Codigo;CodigoDespacho;CodigoDeEnvio;ServicioDeEnvioTipo;Estado;Importe;Fecha;FechaEstimadaEntrega;OrdenPreparacion;PreparacionID;TipoPreparacion;PreparacionEstado;DespachoId;DespachoDescripcion;ClienteID;ClienteCodigo;ClienteDescripcion;Domicilio;Localidad;Provincia;tags
46013708;0001  213472-1;01010008;;Propio;Pendiente;3868337;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2091214;"BA30    ";"BARUGEL AZULAY Y CIA SAIC                         ";MARCOS SASTRE 1751;PACHECO;BUENOS AIRES;
46013710;0001  213473-1;02010005;;Propio;Pendiente;1593459;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2093558;"MN04    ";"MATERIALES C. NUCIARI SRL                         ";ACC OESTE KM 44 PTE GORRITI;GRAL. RODRIGUEZ;BUENOS AIRES;
46013715;0001  213474-1;01010003;;Propio;Pendiente;343687;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2094405;"SD31    ";"SG SANITARIOS DEL ESTE S.A                        ";COLECTORA DEL ESTE 1921;ING. MASCHWITZ;BUENOS AIRES;
46013720;0001  213475-1;01010008;;Propio;Pendiente;1656303;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2091843;"CO28    ";"CONSTRUDISENO S.A.                                ";RUTA 197 Y PANAMERICANA;GRAL. PACHECO;BUENOS AIRES;
46013721;0001  213476-1;04010004;;Propio;Pendiente;234258;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2093008;"JA01    ";"JOSE ANACLETO E HIJOS S.A.                        ";CALLE 44 1031;LA PLATA;BUENOS AIRES;
46001393;0001  213442-1;05010001;;Propio;Pendiente;15721286;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2184239;"AH11    ";"ATACO HECTOR B.-IPS SANITARIOS                    ";AV GURRUCHAGA 74;VILLA EL SOL;SALTA;
46013740;0001  213477-1;01010008;;Propio;Pendiente;1212826;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2369493;"PM26    ";"PEGORER MARTIN EDUARDO - SANITARIOS RINCON        ";AV. SANTA MARIA 2680;TIGRE;BUENOS AIRES;
46013741;0008    2790-1;;;Propio;Pendiente;444569;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2093779;"PA01    ";"VARIOS                                            ";rivadavia 3428;BUENOS AIRES;BUENOS AIRES;
46001392;0001  213456-1;04010004;;Propio;Pendiente;1045459;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2093008;"JA01    ";"JOSE ANACLETO E HIJOS S.A.                        ";CALLE 44 1031;LA PLATA;BUENOS AIRES;
46001391;0001  213454-1;04010002;;Propio;Pendiente;34093;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2091994;"CY02    ";"CYNETH SRL -CYNETH SANITARIOS                     ";AV RAMON FALCON 6181;WILDE;BUENOS AIRES;
46001390;0001  213453-1;05020011;;Propio;Pendiente;53573;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2094016;"PS13    ";"PROYECTO SANITARIO S.A.                           ";AV. LOPE DE VEGA 2931;CABA;CAPITAL;
46000975;0008    2789-1;02010005;;Propio;Pendiente;338055;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2094738;"TC11    ";"TRIPOLI CARLOS L.                                 ";ALVAREZ PRADO E/MENDEZ Y STORN;MORENO;BUENOS AIRES;
46000971;0008    2788-1;02010005;;Propio;Pendiente;5155279;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2094738;"TC11    ";"TRIPOLI CARLOS L.                                 ";ALVAREZ PRADO E/MENDEZ Y STORN;MORENO;BUENOS AIRES;
46000964;0008    2787-1;04010004;;Propio;Pendiente;694821;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2094299;"SA40    ";"SANICENTRO S.A. SANITARIOS                        ";CALLE 122 (RUTA 11) E/59 Y 60 1286;LA PLATA;BUENOS AIRES;
46000963;0001  213460-1;05010001;;Propio;Pendiente;527060;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2092899;"HO05    ";"HOLCIM (ARGENTINA) S.A.                           ";9 DE JULIO 135;GENERAL LEVALLE;CORDOBA;
46000961;0001  213459-1;05010001;;Propio;Pendiente;66667;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2092899;"HO05    ";"HOLCIM (ARGENTINA) S.A.                           ";9 DE JULIO 135;GENERAL LEVALLE;CORDOBA;
46000960;0001  213458-1;05010001;;Propio;Pendiente;633477;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2092899;"HO05    ";"HOLCIM (ARGENTINA) S.A.                           ";9 DE JULIO 135;GENERAL LEVALLE;CORDOBA;
46000959;0001  213457-1;02010005;;Propio;Pendiente;765257;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2094713;"T1      ";"TRIPOLI ARNALDO                                   ";ALVAREZ PRADO Y MORENO;MORENO;BUENOS AIRES;
46000958;0001  213455-1;02010005;;Propio;Pendiente;3099457;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2094738;"TC11    ";"TRIPOLI CARLOS L.                                 ";ALVAREZ PRADO E/MENDEZ Y STORN;MORENO;BUENOS AIRES;
46000957;0001  213451-1;05010001;;Propio;Pendiente;343237;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2320387;"KA07    ";"KASA S.R.L. -KASA SANITARIOS                      ";AV 25 DE MAYO 782;VILLA MERCEDES;SAN LUIS;
46000953;0001  213450-1;05010001;;Propio;Pendiente;484350;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2094526;"SL12    ";"SANTIANO LILIANA NOEMI                            ";BV. HIPOLITO IRIGOYEN 541;RECONQUISTA;SANTA FE;
46000952;0001  213449-1;04010006;;Propio;Pendiente;791111;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2093634;"MT04    ";"MIRAGE TRADE S.R.L.                               ";AV. CALCHAQUI 2979;QUILMES OESTE;BUENOS AIRES;
45996570;0001  213448-1;05010001;;Propio;Pendiente;15777;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2095010;"VS06    ";"SAMUEL BENDERSKY SA                               ";BALCARCE 258;VILLA ANGELA;CHACO;
45996569;0001  213447-1;05010001;;Propio;Pendiente;1042061;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2090999;"AC02    ";"ACCESANIGA S.A.                                   ";PARAGUAY 1332;ROSARIO;SANTA FE;
45996568;0001  213446-1;;;Propio;Pendiente;1575265;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2091829;"CO09    ";"COINGAS S.A.                                      ";CAMINO DE CINTURA 671;LUIS GUILLON;BUENOS AIRES;
45996567;0001  213445-1;05010001;;Propio;Pendiente;7943359;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2094526;"SL12    ";"SANTIANO LILIANA NOEMI                            ";BV. HIPOLITO IRIGOYEN 541;RECONQUISTA;SANTA FE;
46003785;RM 0016   27881;;;Propio;Completo;0;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2090927;DEP_67;RECEPCION RIVADAVIA (Dep 67);.;.;.;
45994971;0001  213417-1;05010001;;Propio;Pendiente;992608;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2091860;"CO45    ";"COMPRALIADO S. A.                                 ";AV. COLON 6050;B.QUEBRADA LAS ROSAS -CDBA;CORDOBA;
45994973;0001  213418-1;05010001;;Propio;Pendiente;3250141;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2090999;"AC02    ";"ACCESANIGA S.A.                                   ";PARAGUAY 1332;ROSARIO;SANTA FE;
45989373;TR 0000   86931;;;Propio;Completo;7;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2090863;DEP_108;EXIBICION MONTES DE OCA;.;.;.;
45989265;TR 0000   86930;;;Propio;Completo;9;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2090863;DEP_108;EXIBICION MONTES DE OCA;.;.;.;
45994974;0001  213419-1;01010008;;Propio;Pendiente;2120482;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2091911;"CR23    ";"CRETA PORCELLANATOS S.A. -CRETA DISEGNO           ";BEETHOVEN 819;GRAL PACHECO;BUENOS AIRES;
45994976;0001  213421-1;05010001;;Propio;Eliminado;673596;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2092262;"ED04    ";"EDIFICOR S.R.L.                                   ";AV. LOS MOLDAVOS 3131;LOS BOULEVARES;CORDOBA;
45994977;0001  213424-1;05010001;;Propio;Eliminado;165337;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2092262;"ED04    ";"EDIFICOR S.R.L.                                   ";AV. LOS MOLDAVOS 3131;LOS BOULEVARES;CORDOBA;
45994978;0001  213426-1;05010001;;Propio;Pendiente;2909693;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2093039;"JG08    ";"JOSE LUIS GONZALEZ S A                            ";CORONEL SUAREZ 460;RAUCH;BUENOS AIRES;
45994979;0001  213427-1;05010001;;Propio;Pendiente;1131672;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2091040;"AG17    ";"A G CHIBAN S.R.L.                                 ";J.M.LEGUIZAMON ESQ. ALTE BROWN 502;SALTA;SALTA;
45995473;0001  213415-1;01010005;;Propio;Pendiente;75408;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2092050;"DC18    ";"DI CARLO SEBASTIAN F -DI CARLO SANIT              ";DERQUI 5076;CARAPACHAY;BUENOS AIRES;
45995480;0001  213416-1;05010001;;Propio;Pendiente;4129563;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2094849;"TR20    ";"TRES S.R.L. -TODO REPUESTOS SANITARIOS            ";HIPER CONSTRUCCION RODRIGUEZ DEL BUSTO L410;CORDOBA;CORDOBA;
45995498;0001  213420-1;05010001;;Propio;Pendiente;2809526;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2093755;"OM10    ";"OCHOVA MALENA M-CONSTRUMAX OLTA                   ";VICTORIA ROMERO S/N;OLTA;LA RIOJA;
45995508;0001  213428-1;05010001;;Propio;Pendiente;1739564;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2091310;"BH14    ";"BENETTI HUGO D -CONSTRUCCIONES DEL OESTE          ";AV. PADRE JEANNOT SUEYRO 2450;GUALEGUAYCHU;ENTRE RIOS;
45995515;0001  213429-1;05010001;;Propio;Pendiente;4242765;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2093248;"LM18    ";"LUCCA MATERIALES S.R.L.                           ";SARMIENTO 122;SANTA FE;SANTA FE;
45995516;0001  213431-1;05010001;;Propio;Pendiente;443048;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2091182;"AS17    ";"AQUA SANITARIOS TANDIL S. R. L.                   ";AV. DEL VALLE 470;TANDIL;BUENOS AIRES;
45995532;0001  213422-1;01010003;;Propio;Pendiente;2242356;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2094405;"SD31    ";"SG SANITARIOS DEL ESTE S.A                        ";COLECTORA DEL ESTE 1921;ING. MASCHWITZ;BUENOS AIRES;
45995533;0001  213423-1;05010001;;Propio;Pendiente;198889;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2093755;"OM10    ";"OCHOVA MALENA M-CONSTRUMAX OLTA                   ";VICTORIA ROMERO S/N;OLTA;LA RIOJA;
46019749;0001  213478-1;01010003;;Propio;Pendiente;152382;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2093945;"PO01    ";"PORAL S.A.C.I.                                    ";AV. HONORIO PUEYRREDON R25 6020;VILLA ROSA;BUENOS AIRES;
45995534;0001  213425-1;01010003;;Propio;Pendiente;441071;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2094405;"SD31    ";"SG SANITARIOS DEL ESTE S.A                        ";COLECTORA DEL ESTE 1921;ING. MASCHWITZ;BUENOS AIRES;
46013743;4444    2142-1;;;Propio;Pendiente;215380;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2109166;"CLIEVEN ";"CLIENTE EVENTUAL                                  ";RIVADAVIA 3428;CARAPACHAY;BUENOS AIRES;
46013742;4444    2141-1;;;Propio;Pendiente;177689;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2109166;"CLIEVEN ";"CLIENTE EVENTUAL                                  ";RIVADAVIA 3428;CARAPACHAY;BUENOS AIRES;
45995535;0001  213432-1;04010004;;Propio;Pendiente;116530;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2092285;"EG02    ";"EMPRESA GUANZETTI S.A.                            ";DIAGONAL 74 ESQ. 65;LA PLATA;BUENOS AIRES;
45996550;0001  213433-1;05010001;;Propio;Pendiente;615578;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2091954;"CS40    ";"CORDA SANITARIOS SRL                              ";RUTA 11 KM 396;GRAL MADARIAGA;BUENOS AIRES;
45996551;0001  213434-1;05010001;;Propio;Pendiente;3565492;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2091217;"BA34    ";"BALMAT S.R.L.                                     ";PELLEGRINI 802;SALTA;SALTA;
45996552;0001  213435-1;05010001;;Propio;Pendiente;3462609;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2092251;"EC13    ";"EL CAÑADON  S.R.L.                                ";AV. ALTE. BROWN 325;S.S. JUJUY;JUJUY;
45996553;0001  213436-1;04010006;;Propio;Pendiente;179245;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2094691;"SV01    ";"FERLISE CARLOS Y EDUARDO -SANIT. VIEJO BUENO      ";VIEJO BUENO 299;BERNAL;BUENOS AIRES;
45996554;0001  213437-1;05010001;;Propio;Pendiente;775201;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2093031;"JF03    ";"JORGE N. FLORES E HIJOS S.A.                      ";MARTINEZ GUERRERO 220;GRAL MADARIAGA;BUENOS AIRES;
45996557;0001  213439-1;05010001;;Propio;Pendiente;4539471;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2093340;"MA55    ";"MAZZOLI S.R.L. -SANITARIOS AVENIDA                ";AV. JULIO A. ROCA ESQ. ARTIGAS 698;BARRIO GUEMES;CORDOBA;
45996558;0001  213440-1;05010001;;Propio;Pendiente;2751294;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2095052;"YA03    ";"YATAGAN S.A. -COVALTO                             ";SAN JUAN LOCAL 1 y 2 2210;MAR DEL PLATA SUR;BUENOS AIRES;
45996559;0001  213441-1;04010006;;Propio;Pendiente;159678;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2093634;"MT04    ";"MIRAGE TRADE S.R.L.                               ";AV. CALCHAQUI 2979;QUILMES OESTE;BUENOS AIRES;
45996564;0001  213443-1;04010006;;Propio;Pendiente;1468000;10/8/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2091610;"CE23    ";"CEFALU S.A.                                       ";AV. CARLOS PELLEGRINI ESQ. AV LA PLATA 1901;QUILMES;BUENOS AIRES;
45996565;0001  213444-1;05010001;;Propio;Pendiente;4917787;10/8/2026 00:00:00 +00:00;10/8/2026 00:00:00 +00:00;0;;;;;;2092716;"GI08    ";"GROSSO ISMAEL ADRIANO - DISANCO                   ";RN 12 1028;CORRIENTES;CORRIENTES;
45995472;0001  213414-1;01010006;;Propio;Pendiente;780900;8/8/2026 00:00:00 +00:00;9/8/2026 00:00:00 +00:00;0;;;;;;2143715;"LS08    ";"LUQUE SANITARIOS S.R.L.                           ";SAN JOSE DE FLORES 4808;VILLA BALLESTER;BUENOS AIRES;
45995466;0001  213412-1;01010005;;Propio;Pendiente;2873610;8/8/2026 00:00:00 +00:00;9/8/2026 00:00:00 +00:00;0;;;;;;2092050;"DC18    ";"DI CARLO SEBASTIAN F -DI CARLO SANIT              ";DERQUI 5076;CARAPACHAY;BUENOS AIRES;
45995465;0001  213411-1;01010005;;Propio;Pendiente;332739;8/8/2026 00:00:00 +00:00;9/8/2026 00:00:00 +00:00;0;;;;;;2092050;"DC18    ";"DI CARLO SEBASTIAN F -DI CARLO SANIT              ";DERQUI 5076;CARAPACHAY;BUENOS AIRES;
45995464;0001  213410-1;03010003;;Propio;Preparacion;10987420;8/8/2026 00:00:00 +00:00;9/8/2026 00:00:00 +00:00;0;;;;;;2092823;"GT08    ";"GOBBI M Y TORCOLETTI F SH -SANITARIOS ARIETA      ";PUENTE DEL INCA 2050;EZEIZA;BUENOS AIRES;
45995463;0001  213409-1;01010005;;Propio;Pendiente;101232;8/8/2026 00:00:00 +00:00;9/8/2026 00:00:00 +00:00;0;;;;;;2092050;"DC18    ";"DI CARLO SEBASTIAN F -DI CARLO SANIT              ";DERQUI 5076;CARAPACHAY;BUENOS AIRES;
45995462;0001  213408-1;05020013;;Propio;Pendiente;271976;8/8/2026 00:00:00 +00:00;9/8/2026 00:00:00 +00:00;0;;;;;;2091721;"CJ32    ";"CONLON JUAN I. -POMPEI SANITARIOS                 ";AV. CABILDO 1308;CABA;CAPITAL;
45995317;0001  213406-1;02010005;;Propio;Pendiente;959126;8/8/2026 00:00:00 +00:00;9/8/2026 00:00:00 +00:00;0;;;;;;2092258;"EC23    ";"EL CORRALON DE LA 23 SRL - MATERIALES MORENO      ";AV LIBERTADOR 1998;MORENO;BUENOS AIRES;
46002709;0001  213407-1;05020013;;Propio;Pendiente;668547;8/8/2026 00:00:00 +00:00;9/8/2026 00:00:00 +00:00;0;;;;;;2094462;"SG21    ";"SANITARIOS GIARDINA S.R.L.                        ";AV. ALVAREZ THOMAS 501;CAPITAL FEDERAL;CAPITAL;
45995467;0001  213413-1;0607;;Propio;Completo;492759;8/8/2026 00:00:00 +00:00;9/8/2026 00:00:00 +00:00;0;;;;;;2166692;"ML16    ";"MORINICO LEONEL E-MARKET FULL                     ";AV BRIGADIER JUAN M. DE ROSAS 4430;SAN JUSTO;BUENOS AIRES;
45994970;0001  213400-1;05010001;;Propio;Pendiente;423369;7/8/2026 00:00:00 +00:00;8/8/2026 00:00:00 +00:00;0;;;;;;2092884;"HI10    ";"HIPERCAÑO S.A.S.                                  ";BV. COLON 155;VILLA MARIA;CORDOBA;
45994969;0001  213399-1;05010001;;Propio;Pendiente;9253585;7/8/2026 00:00:00 +00:00;8/8/2026 00:00:00 +00:00;0;;;;;;2094295;"SA36    ";"SAMOT S.A.S.  -SANIPLAST                          ";ALEJANDRO MARGARINOS 911;Bº GRAL. BUSTOS - CORDOBA;CORDOBA;
45994151;0001  213365-1;05010001;;Propio;Pendiente;3858332;7/8/2026 00:00:00 +00:00;8/8/2026 00:00:00 +00:00;0;;;;;;2094134;"RF09    ";"RAMOS FABIO H -MADERAS RAMOS                      ";RUTA 34 FRACCION G;VILLA TULUMAYA -LAVALLE;MENDOZA;
45992692;0001  213342-1;05010001;;Propio;Pendiente;1358839;7/8/2026 00:00:00 +00:00;8/8/2026 00:00:00 +00:00;0;;;;;;2093221;"LJ14    ";"LAGORIO JOSE ANTONIO                              ";OLLEROS 81;SAN NICOLAS;BUENOS AIRES;
45992616;0001  213340-1;05010001;;Propio;Pendiente;711848;7/8/2026 00:00:00 +00:00;8/8/2026 00:00:00 +00:00;0;;;;;;2092336;"ER02    ";"ESTRUCTURALES RANQUEL S.R.L                       ";BV. BUTELER ROTONDA ACC NORTE 27;RIO CUARTO;CORDOBA;
45972406;0001  213394-1;01010006;;Propio;Pendiente;157712;7/8/2026 00:00:00 +00:00;8/8/2026 00:00:00 +00:00;0;;;;;;2094251;"RS17    ";"ROCAS DEL SUR S.A. -CORTES                        ";CALLE 79 (EX. ERASMO) 1155;SAN MARTN  (hasta 14 HS);BUENOS AIRES;
45972404;0001  213393-1;04010006;;Propio;Pendiente;556410;7/8/2026 00:00:00 +00:00;8/8/2026 00:00:00 +00:00;0;;;;;;2092441;"FE15    ";"FEDAN S.A.                                        ";LAPRIDA  esq GARCIA 151;QUILMES;BUENOS AIRES;
45972402;0001  213392-1;04010006;;Propio;Pendiente;334570;7/8/2026 00:00:00 +00:00;8/8/2026 00:00:00 +00:00;0;;;;;;2092441;"FE15    ";"FEDAN S.A.                                        ";LAPRIDA  esq GARCIA 151;QUILMES;BUENOS AIRES;
45972401;0001  213383-1;02010006;;Propio;Pendiente;9016357;7/8/2026 00:00:00 +00:00;8/8/2026 00:00:00 +00:00;0;;;;;;2094454;"SG13    ";"SANITARIOS GAONA S.A.                             ";AV. EVA PERON 2656;HAEDO;BUENOS AIRES;
45972400;0001  213382-1;02010006;;Propio;Pendiente;1593854;7/8/2026 00:00:00 +00:00;8/8/2026 00:00:00 +00:00;0;;;;;;2094454;"SG13    ";"SANITARIOS GAONA S.A.                             ";AV. EVA PERON 2656;HAEDO;BUENOS AIRES;
45972396;0001  213381-1;02010006;;Propio;Pendiente;92392;7/8/2026 00:00:00 +00:00;8/8/2026 00:00:00 +00:00;0;;;;;;2094454;"SG13    ";"SANITARIOS GAONA S.A.                             ";AV. EVA PERON 2656;HAEDO;BUENOS AIRES;
45972395;0001  213379-1;01010012;;Propio;Pendiente;6346702;7/8/2026 00:00:00 +00:00;8/8/2026 00:00:00 +00:00;0;;;;;;2091970;"CT06    ";"COMERCIAL TUCSON S.A.                             ";COLECTORA PANAMERICANA   28851;EL TALAR;BUENOS AIRES;
45971332;0004     108-1;02010005;;Propio;Pendiente;532095;7/8/2026 00:00:00 +00:00;7/8/2026 00:00:00 +00:00;0;;;;;;2094545;"SM20    ";"SANITARIOS MORENO S.R.L.                          ";AV. VICTORICA 1024;MORENO;BUENOS AIRES;
45971328;0001  213373-1;04010004;;Propio;Pendiente;500208;7/8/2026 00:00:00 +00:00;8/8/2026 00:00:00 +00:00;0;;;;;;2092948;"IC16    ";"EL IMPERIO DEL CERAMICO S.R.L                     ";CALLE 32 E/19 Y 20 1224;LA PLATA;BUENOS AIRES;
45971327;0001  213362-1;05010001;;Propio;Pendiente;180577;7/8/2026 00:00:00 +00:00;8/8/2026 00:00:00 +00:00;0;;;;;;2094332;"SA73    ";"SANITARIOS ADUCCI ADROGUE S.R.L.                  ";RUTA 5 Y JUANA AZURDUY;MERLO;SAN LUIS;
45967686;0001  213370-1;02010014;;Propio;Pendiente;244896;7/8/2026 00:00:00 +00:00;8/8/2026 00:00:00 +00:00;0;;;;;;2091095;"AL24    ";"ALVARENGA VILLAR LUIS F.                          ";JOAQUIN V GONZALEZ 1175;HAEDO;BUENOS AIRES;
